時間,用戶1,用戶2,用戶3,用戶4,用戶5,用戶6,用戶7,用戶8
2021/8/19 01:00,175,59,499,3744,"4,469",1813,2927,221
2021/8/19 02:00,172,60,502,3724,"4,464",1808,2923,220
2021/8/19 03:00,171,58,499,3708,"4,467",1807,2922,221
2021/8/19 04:00,174,59,500,3697,"4,469",1806,2922,223
2021/8/19 05:00,179,61,542,3685,"4,465",1797,2917,264
2021/8/19 06:00,236,82,770,3687,"4,475",1793,2916,782
2021/8/19 07:00,509,566,1552,3697,"4,486",1814,2948,1258
2021/8/19 08:00,752,758,1905,3726,"4,491",1826,2978,1434
2021/8/19 09:00,808,887,1881,3765,"4,497",1832,2976,1439
2021/8/19 10:00,841,888,1859,3788,"4,504",1839,2983,1419
2021/8/19 11:00,867,911,1879,3791,"4,506",1847,2996,1406
2021/8/19 12:00,798,893,1858,3785,"4,506",1842,3019,1364
2021/8/19 13:00,819,926,1898,3782,"4,512",1843,3008,1363
2021/8/19 14:00,810,942,1867,3819,"4,512",1838,3008,1340
2021/8/19 15:00,807,907,1848,3824,"4,519",1841,3010,1326
2021/8/19 16:00,791,793,1824,3820,"4,523",1843,3002,1284
2021/8/19 17:00,773,498,1772,3813,"4,520",1839,3008,931
2021/8/19 18:00,686,214,1147,3790,"4,512",1834,3004,573
2021/8/19 19:00,613,184,920,3770,"4,509",1832,2990,350
2021/8/19 20:00,523,70,815,3762,"4,492",1822,2957,284
2021/8/19 21:00,409,63,717,3774,"4,489",1820,2949,251
2021/8/19 22:00,306,64,617,3765,"4,488",1821,2943,238
2021/8/19 23:00,227,61,544,3757,"4,482",1817,2937,229
2021/8/20 00:00,172,60,505,3757,"4,476",1813,2930,222
2021/8/20 01:00,172,59,499,3744,"4,469",1813,2927,221
2021/8/20 02:00,171,60,502,3724,"4,464",1808,2923,220
2021/8/20 03:00,170,58,499,3708,"4,467",1807,2922,221
2021/8/20 04:00,172,59,500,3697,"4,469",1806,2922,223
2021/8/20 05:00,176,61,542,3685,"4,465",1797,2917,264
2021/8/20 06:00,238,82,770,3687,"4,475",1793,2916,782
2021/8/20 07:00,526,566,1552,3697,"4,486",1814,2948,1258
2021/8/20 08:00,762,758,1905,3726,"4,491",1826,2978,1434
2021/8/20 09:00,852,887,1881,3765,"4,497",1832,2976,1439
2021/8/20 10:00,895,888,1859,3788,"4,504",1839,2983,1419
2021/8/20 11:00,917,911,1879,3791,"4,506",1847,2996,1406
2021/8/20 12:00,843,893,1858,3785,"4,506",1842,3019,1364
2021/8/20 13:00,864,926,1898,3782,"4,512",1843,3008,1363
2021/8/20 14:00,864,942,1867,3819,"4,512",1838,3008,1340
2021/8/20 15:00,863,907,1848,3824,"4,519",1841,3010,1326
2021/8/20 16:00,832,793,1824,3820,"4,523",1843,3002,1284
2021/8/20 17:00,810,498,1772,3813,"4,520",1839,3008,931
2021/8/20 18:00,709,214,1147,3790,"4,512",1834,3004,573
2021/8/20 19:00,633,184,920,3770,"4,509",1832,2990,350
2021/8/20 20:00,537,70,815,3762,"4,492",1822,2957,284
2021/8/20 21:00,418,63,717,3774,"4,489",1820,2949,251
2021/8/20 22:00,314,64,617,3765,"4,488",1821,2943,238
2021/8/20 23:00,239,61,544,3757,"4,482",1817,2937,229
2021/8/21 00:00,163,53,436,3757,"4,476",1813,2930,204
2021/8/21 01:00,161,51,430,3744,"4,469",1813,2927,203
2021/8/21 02:00,162,52,433,3724,"4,464",1808,2923,202
2021/8/21 03:00,162,51,432,3708,"4,467",1807,2922,201
2021/8/21 04:00,161,51,433,3697,"4,469",1806,2922,201
2021/8/21 05:00,163,51,444,3685,"4,465",1797,2917,203
2021/8/21 06:00,162,50,454,3687,"4,475",1793,2916,209
2021/8/21 07:00,172,53,536,3697,"4,486",1814,2948,211
2021/8/21 08:00,189,55,585,3726,"4,491",1826,2978,227
2021/8/21 09:00,223,57,567,3765,"4,497",1832,2976,241
2021/8/21 10:00,229,59,579,3788,"4,504",1839,2983,244
2021/8/21 11:00,227,59,611,3791,"4,506",1847,2996,241
2021/8/21 12:00,232,60,627,3785,"4,506",1842,3019,240
2021/8/21 13:00,227,60,606,3782,"4,512",1843,3008,239
2021/8/21 14:00,232,60,645,3819,"4,512",1838,3008,241
2021/8/21 15:00,229,60,604,3824,"4,519",1841,3010,240
2021/8/21 16:00,224,59,594,3820,"4,523",1843,3002,233
2021/8/21 17:00,207,56,632,3813,"4,520",1839,3008,227
2021/8/21 18:00,185,54,578,3790,"4,512",1834,3004,223
2021/8/21 19:00,179,53,555,3770,"4,509",1832,2990,219
2021/8/21 20:00,172,53,539,3762,"4,492",1822,2957,212
2021/8/21 21:00,167,53,532,3774,"4,489",1820,2949,211
2021/8/21 22:00,167,53,480,3765,"4,488",1821,2943,208
2021/8/21 23:00,165,52,469,3757,"4,482",1817,2937,206
2021/8/22 00:00,163,53,436,3757,"4,476",1813,2930,204
2021/8/22 01:00,161,51,430,3744,"4,469",1813,2927,203
2021/8/22 02:00,162,52,433,3724,"4,464",1808,2923,202
2021/8/22 03:00,162,51,432,3708,"4,467",1807,2922,201
2021/8/22 04:00,161,51,433,3697,"4,469",1806,2922,201
2021/8/22 05:00,163,51,444,3685,"4,465",1797,2917,203
2021/8/22 06:00,162,50,454,3687,"4,475",1793,2916,209
2021/8/22 07:00,172,53,536,3697,"4,486",1814,2948,211
2021/8/22 08:00,189,55,585,3726,"4,491",1826,2978,227
2021/8/22 09:00,223,57,567,3765,"4,497",1832,2976,241
2021/8/22 10:00,229,59,579,3788,"4,504",1839,2983,244
2021/8/22 11:00,227,59,611,3791,"4,506",1847,2996,241
2021/8/22 12:00,232,60,627,3785,"4,506",1842,3019,240
2021/8/22 13:00,227,60,606,3782,"4,512",1843,3008,239
2021/8/22 14:00,232,60,645,3819,"4,512",1838,3008,241
2021/8/22 15:00,229,60,604,3824,"4,519",1841,3010,240
2021/8/22 16:00,224,59,594,3820,"4,523",1843,3002,233
2021/8/22 17:00,207,56,632,3813,"4,520",1839,3008,227
2021/8/22 18:00,185,54,578,3790,"4,512",1834,3004,223
2021/8/22 19:00,179,53,555,3770,"4,509",1832,2990,219
2021/8/22 20:00,172,53,539,3762,"4,492",1822,2957,212
2021/8/22 21:00,167,53,532,3774,"4,489",1820,2949,211
2021/8/22 22:00,167,53,480,3765,"4,488",1821,2943,208
2021/8/22 23:00,165,52,469,3757,"4,482",1817,2937,206
2021/8/23 00:00,172,60,505,3757,"4,476",1813,2982,222
2021/8/23 01:00,172,59,499,3744,"4,469",1813,2980,221
2021/8/23 02:00,171,60,502,3724,"4,464",1808,2978,220
2021/8/23 03:00,170,58,499,3708,"4,467",1807,2973,221
2021/8/23 04:00,172,59,500,3697,"4,469",1806,2966,223
2021/8/23 05:00,176,61,542,3685,"4,465",1797,2963,264
2021/8/23 06:00,238,82,770,3687,"4,475",1793,2960,782
2021/8/23 07:00,526,566,1552,3697,"4,486",1814,2994,1258
2021/8/23 08:00,762,758,1905,3726,"4,491",1826,3043,1434
2021/8/23 09:00,852,887,1881,3765,"4,497",1832,3051,1439
2021/8/23 10:00,895,888,1859,3788,"4,504",1839,3062,1419
2021/8/23 11:00,917,911,1879,3791,"4,506",1847,3075,1406
2021/8/23 12:00,843,893,1858,3785,"4,506",1842,3091,1364
2021/8/23 13:00,864,926,1898,3782,"4,512",1843,3081,1363
2021/8/23 14:00,864,942,1867,3819,"4,512",1838,3081,1340
2021/8/23 15:00,863,907,1848,3824,"4,519",1841,3077,1326
2021/8/23 16:00,832,793,1824,3820,"4,523",1843,3071,1284
2021/8/23 17:00,810,498,1772,3813,"4,520",1839,3078,931
2021/8/23 18:00,709,214,1147,3790,"4,512",1834,3058,573
2021/8/23 19:00,633,184,920,3770,"4,509",1832,3038,350
2021/8/23 20:00,537,70,815,3762,"4,492",1822,3010,284
2021/8/23 21:00,418,63,717,3774,"4,489",1820,3001,251
2021/8/23 22:00,314,64,617,3765,"4,488",1821,2993,238
2021/8/23 23:00,239,61,544,3757,"4,482",1817,2987,229
2021/8/24 00:00,172,60,505,3757,"4,578",1813,2982,222
2021/8/24 01:00,172,59,499,3744,"4,574",1813,2980,221
2021/8/24 02:00,171,60,502,3724,"4,573",1808,2978,220
2021/8/24 03:00,170,58,499,3708,"4,579",1807,2973,221
2021/8/24 04:00,172,59,500,3697,"4,577",1806,2966,223
2021/8/24 05:00,176,61,542,3685,"4,577",1797,2963,264
2021/8/24 06:00,238,82,770,3687,"4,584",1793,2960,782
2021/8/24 07:00,526,566,1552,3697,"4,593",1814,2994,1258
2021/8/24 08:00,762,758,1905,3726,"4,600",1826,3043,1434
2021/8/24 09:00,852,887,1881,3765,"4,603",1832,3051,1439
2021/8/24 10:00,895,888,1859,3788,"4,611",1839,3062,1419
2021/8/24 11:00,917,911,1879,3791,"4,620",1847,3075,1406
2021/8/24 12:00,843,893,1858,3785,"4,617",1842,3091,1364
2021/8/24 13:00,864,926,1898,3782,"4,624",1843,3081,1363
2021/8/24 14:00,864,942,1867,3819,"4,623",1838,3081,1340
2021/8/24 15:00,863,907,1848,3824,"4,634",1841,3077,1326
2021/8/24 16:00,832,793,1824,3820,"4,642",1843,3071,1284
2021/8/24 17:00,810,498,1772,3813,"4,636",1839,3078,931
2021/8/24 18:00,709,214,1147,3790,"4,630",1834,3058,573
2021/8/24 19:00,633,184,920,3770,"4,623",1832,3038,350
2021/8/24 20:00,537,70,815,3762,"4,606",1822,3010,284
2021/8/24 21:00,418,63,717,3774,"4,595",1820,3001,251
2021/8/24 22:00,314,64,617,3765,"4,593",1821,2993,238
2021/8/24 23:00,239,61,544,3757,"4,591",1817,2987,229
2021/8/25 00:00,177,60,505,3757,"4,476",1813,2930,222
2021/8/25 01:00,175,59,499,3744,"4,469",1813,2927,221
2021/8/25 02:00,172,60,502,3724,"4,464",1808,2923,220
2021/8/25 03:00,171,58,499,3708,"4,467",1807,2922,221
2021/8/25 04:00,174,59,500,3697,"4,469",1806,2922,223
2021/8/25 05:00,179,61,542,3685,"4,465",1797,2917,264
2021/8/25 06:00,236,82,770,3687,"4,475",1793,2916,782
2021/8/25 07:00,509,566,1552,3697,"4,486",1814,2948,1258
2021/8/25 08:00,752,758,1905,3726,"4,491",1826,2978,1434
2021/8/25 09:00,808,887,1881,3765,"4,497",1832,2976,1439
2021/8/25 10:00,841,888,1859,3788,"4,504",1839,2983,1419
2021/8/25 11:00,867,911,1879,3791,"4,506",1847,2996,1406
2021/8/25 12:00,798,893,1858,3785,"4,506",1842,3019,1364
2021/8/25 13:00,819,926,1898,3782,"4,512",1843,3008,1363
2021/8/25 14:00,810,942,1867,3819,"4,512",1838,3008,1340
2021/8/25 15:00,807,907,1848,3824,"4,519",1841,3010,1326
2021/8/25 16:00,791,793,1824,3820,"4,523",1843,3002,1284
2021/8/25 17:00,773,498,1772,3813,"4,520",1839,3008,931
2021/8/25 18:00,686,214,1147,3790,"4,512",1834,3004,573
2021/8/25 19:00,613,184,920,3770,"4,509",1832,2990,350
2021/8/25 20:00,523,70,815,3762,"4,492",1822,2957,284
2021/8/25 21:00,409,63,717,3774,"4,489",1820,2949,251
2021/8/25 22:00,306,64,617,3765,"4,488",1821,2943,238
2021/8/25 23:00,227,61,544,3757,"4,482",1817,2937,229
2021/8/26 00:00,177,60,505,3757,"4,476",1813,2982,222
2021/8/26 01:00,175,59,499,3744,"4,469",1813,2980,221
2021/8/26 02:00,172,60,502,3724,"4,464",1808,2978,220
2021/8/26 03:00,171,58,499,3708,"4,467",1807,2973,221
2021/8/26 04:00,174,59,500,3697,"4,469",1806,2966,223
2021/8/26 05:00,179,61,542,3685,"4,465",1797,2963,264
2021/8/26 06:00,236,82,770,3687,"4,475",1793,2960,782
2021/8/26 07:00,509,566,1552,3697,"4,486",1814,2994,1258
2021/8/26 08:00,752,758,1905,3726,"4,491",1826,3043,1434
2021/8/26 09:00,808,887,1881,3765,"4,497",1832,3051,1439
2021/8/26 10:00,841,888,1859,3788,"4,504",1839,3062,1419
2021/8/26 11:00,867,911,1879,3791,"4,506",1847,3075,1406
2021/8/26 12:00,798,893,1858,3785,"4,506",1842,3091,1364
2021/8/26 13:00,819,926,1898,3782,"4,512",1843,3081,1363
2021/8/26 14:00,810,942,1867,3819,"4,512",1838,3081,1340
2021/8/26 15:00,807,907,1848,3824,"4,519",1841,3077,1326
2021/8/26 16:00,791,793,1824,3820,"4,523",1843,3071,1284
2021/8/26 17:00,773,498,1772,3813,"4,520",1839,3078,931
2021/8/26 18:00,686,214,1147,3790,"4,512",1834,3058,573
2021/8/26 19:00,613,184,920,3770,"4,509",1832,3038,350
2021/8/26 20:00,523,70,815,3762,"4,492",1822,3010,284
2021/8/26 21:00,409,63,717,3774,"4,489",1820,3001,251
2021/8/26 22:00,306,64,617,3765,"4,488",1821,2993,238
2021/8/26 23:00,227,61,544,3757,"4,482",1817,2987,229
2021/8/27 00:00,172,60,505,3757,"4,476",1813,2982,222
2021/8/27 01:00,172,59,499,3744,"4,469",1813,2980,221
2021/8/27 02:00,171,60,502,3724,"4,464",1808,2978,220
2021/8/27 03:00,170,58,499,3708,"4,467",1807,2973,221
2021/8/27 04:00,172,59,500,3697,"4,469",1806,2966,223
2021/8/27 05:00,176,61,542,3685,"4,465",1797,2963,264
2021/8/27 06:00,238,82,770,3687,"4,475",1793,2960,782
2021/8/27 07:00,526,566,1552,3697,"4,486",1814,2994,1258
2021/8/27 08:00,762,758,1905,3726,"4,491",1826,3043,1434
2021/8/27 09:00,852,887,1881,3765,"4,497",1832,3051,1439
2021/8/27 10:00,895,888,1859,3788,"4,504",1839,3062,1419
2021/8/27 11:00,917,911,1879,3791,"4,506",1847,3075,1406
2021/8/27 12:00,843,893,1858,3785,"4,506",1842,3091,1364
2021/8/27 13:00,864,926,1898,3782,"4,512",1843,3081,1363
2021/8/27 14:00,864,942,1867,3819,"4,512",1838,3081,1340
2021/8/27 15:00,863,907,1848,3824,"4,519",1841,3077,1326
2021/8/27 16:00,832,793,1824,3820,"4,523",1843,3071,1284
2021/8/27 17:00,810,498,1772,3813,"4,520",1839,3078,931
2021/8/27 18:00,709,214,1147,3790,"4,512",1834,3058,573
2021/8/27 19:00,633,184,920,3770,"4,509",1832,3038,350
2021/8/27 20:00,537,70,815,3762,"4,492",1822,3010,284
2021/8/27 21:00,418,63,717,3774,"4,489",1820,3001,251
2021/8/27 22:00,314,64,617,3765,"4,488",1821,2993,238
2021/8/27 23:00,239,61,544,3757,"4,482",1817,2987,229
2021/8/28 00:00,154,53,436,3757,"4,578",1813,2982,204
2021/8/28 01:00,152,51,430,3744,"4,574",1813,2980,203
2021/8/28 02:00,152,52,433,3724,"4,573",1808,2978,202
2021/8/28 03:00,152,51,432,3708,"4,579",1807,2973,201
2021/8/28 04:00,152,51,433,3697,"4,577",1806,2966,201
2021/8/28 05:00,154,51,444,3685,"4,577",1797,2963,203
2021/8/28 06:00,152,50,454,3687,"4,584",1793,2960,209
2021/8/28 07:00,153,53,536,3697,"4,593",1814,2994,211
2021/8/28 08:00,156,55,585,3726,"4,600",1826,3043,227
2021/8/28 09:00,160,57,567,3765,"4,603",1832,3051,241
2021/8/28 10:00,161,59,579,3788,"4,611",1839,3062,244
2021/8/28 11:00,162,59,611,3791,"4,620",1847,3075,241
2021/8/28 12:00,163,60,627,3785,"4,617",1842,3091,240
2021/8/28 13:00,164,60,606,3782,"4,624",1843,3081,239
2021/8/28 14:00,167,60,645,3819,"4,623",1838,3081,241
2021/8/28 15:00,165,60,604,3824,"4,634",1841,3077,240
2021/8/28 16:00,164,59,594,3820,"4,642",1843,3071,233
2021/8/28 17:00,163,56,632,3813,"4,636",1839,3078,227
2021/8/28 18:00,160,54,578,3790,"4,630",1834,3058,223
2021/8/28 19:00,163,53,555,3770,"4,623",1832,3038,219
2021/8/28 20:00,161,53,539,3762,"4,606",1822,3010,212
2021/8/28 21:00,155,53,532,3774,"4,595",1820,3001,211
2021/8/28 22:00,154,53,480,3765,"4,593",1821,2993,208
2021/8/28 23:00,153,52,469,3757,"4,591",1817,2987,206
2021/8/29 00:00,154,53,436,3757,"4,476",1813,2982,204
2021/8/29 01:00,152,51,430,3744,"4,469",1813,2980,203
2021/8/29 02:00,152,52,433,3724,"4,464",1808,2978,202
2021/8/29 03:00,152,51,432,3708,"4,467",1807,2973,201
2021/8/29 04:00,152,51,433,3697,"4,469",1806,2966,201
2021/8/29 05:00,154,51,444,3685,"4,465",1797,2963,203
2021/8/29 06:00,152,50,454,3687,"4,475",1793,2960,209
2021/8/29 07:00,153,53,536,3697,"4,486",1814,2994,211
2021/8/29 08:00,156,55,585,3726,"4,491",1826,3043,227
2021/8/29 09:00,160,57,567,3765,"4,497",1832,3051,241
2021/8/29 10:00,161,59,579,3788,"4,504",1839,3062,244
2021/8/29 11:00,162,59,611,3791,"4,506",1847,3075,241
2021/8/29 12:00,163,60,627,3785,"4,506",1842,3091,240
2021/8/29 13:00,164,60,606,3782,"4,512",1843,3081,239
2021/8/29 14:00,167,60,645,3819,"4,512",1838,3081,241
2021/8/29 15:00,165,60,604,3824,"4,519",1841,3077,240
2021/8/29 16:00,164,59,594,3820,"4,523",1843,3071,233
2021/8/29 17:00,163,56,632,3813,"4,520",1839,3078,227
2021/8/29 18:00,160,54,578,3790,"4,512",1834,3058,223
2021/8/29 19:00,163,53,555,3770,"4,509",1832,3038,219
2021/8/29 20:00,161,53,539,3762,"4,492",1822,3010,212
2021/8/29 21:00,155,53,532,3774,"4,489",1820,3001,211
2021/8/29 22:00,154,53,480,3765,"4,488",1821,2993,208
2021/8/29 23:00,153,52,469,3757,"4,482",1817,2987,206
2021/8/30 00:00,172,60,505,3757,"4,476",1813,2982,222
2021/8/30 01:00,172,59,499,3744,"4,469",1813,2980,221
2021/8/30 02:00,171,60,502,3724,"4,464",1808,2978,220
2021/8/30 03:00,170,58,499,3708,"4,467",1807,2973,221
2021/8/30 04:00,172,59,500,3697,"4,469",1806,2966,223
2021/8/30 05:00,176,61,542,3685,"4,465",1797,2963,264
2021/8/30 06:00,238,82,770,3687,"4,475",1793,2960,782
2021/8/30 07:00,526,566,1552,3697,"4,486",1814,2994,1258
2021/8/30 08:00,762,758,1905,3726,"4,491",1826,3043,1434
2021/8/30 09:00,852,887,1881,3765,"4,497",1832,3051,1439
2021/8/30 10:00,895,888,1859,3788,"4,504",1839,3062,1419
2021/8/30 11:00,917,911,1879,3791,"4,506",1847,3075,1406
2021/8/30 12:00,843,893,1858,3785,"4,506",1842,3091,1364
2021/8/30 13:00,864,926,1898,3782,"4,512",1843,3081,1363
2021/8/30 14:00,864,942,1867,3819,"4,512",1838,3081,1340
2021/8/30 15:00,863,907,1848,3824,"4,519",1841,3077,1326
2021/8/30 16:00,832,793,1824,3820,"4,523",1843,3071,1284
2021/8/30 17:00,810,498,1772,3813,"4,520",1839,3078,931
2021/8/30 18:00,709,214,1147,3790,"4,512",1834,3058,573
2021/8/30 19:00,633,184,920,3770,"4,509",1832,3038,350
2021/8/30 20:00,537,70,815,3762,"4,492",1822,3010,284
2021/8/30 21:00,418,63,717,3774,"4,489",1820,3001,251
2021/8/30 22:00,314,64,617,3765,"4,488",1821,2993,238
2021/8/30 23:00,239,61,544,3757,"4,482",1817,2987,229
2021/8/31 00:00,177,60,505,3757,"4,578",1813,2982,222
2021/8/31 01:00,175,59,499,3744,"4,574",1813,2980,221
2021/8/31 02:00,172,60,502,3724,"4,573",1808,2978,220
2021/8/31 03:00,171,58,499,3708,"4,579",1807,2973,221
2021/8/31 04:00,174,59,500,3697,"4,577",1806,2966,223
2021/8/31 05:00,179,61,542,3685,"4,577",1797,2963,264
2021/8/31 06:00,236,82,770,3687,"4,584",1793,2960,782
2021/8/31 07:00,509,566,1552,3697,"4,593",1814,2994,1258
2021/8/31 08:00,752,758,1905,3726,"4,600",1826,3043,1434
2021/8/31 09:00,808,887,1881,3765,"4,603",1832,3051,1439
2021/8/31 10:00,841,888,1859,3788,"4,611",1839,3062,1419
2021/8/31 11:00,867,911,1879,3791,"4,620",1847,3075,1406
2021/8/31 12:00,798,893,1858,3785,"4,617",1842,3091,1364
2021/8/31 13:00,819,926,1898,3782,"4,624",1843,3081,1363
2021/8/31 14:00,810,942,1867,3819,"4,623",1838,3081,1340
2021/8/31 15:00,807,907,1848,3824,"4,634",1841,3077,1326
2021/8/31 16:00,791,793,1824,3820,"4,642",1843,3071,1284
2021/8/31 17:00,773,498,1772,3813,"4,636",1839,3078,931
2021/8/31 18:00,686,214,1147,3790,"4,630",1834,3058,573
2021/8/31 19:00,613,184,920,3770,"4,623",1832,3038,350
2021/8/31 20:00,523,70,815,3762,"4,606",1822,3010,284
2021/8/31 21:00,409,63,717,3774,"4,595",1820,3001,251
2021/8/31 22:00,306,64,617,3765,"4,593",1821,2993,238
2021/8/31 23:00,227,61,544,3757,"4,591",1817,2987,229
2021/9/1 00:00,177,60,505,3757,"4,476",1813,2982,222
2021/9/1 01:00,175,59,499,3744,"4,469",1813,2980,221
2021/9/1 02:00,172,60,502,3724,"4,464",1808,2978,220
2021/9/1 03:00,171,58,499,3708,"4,467",1807,2973,221
2021/9/1 04:00,174,59,500,3697,"4,469",1806,2966,223
2021/9/1 05:00,179,61,542,3685,"4,465",1797,2963,264
2021/9/1 06:00,236,82,770,3687,"4,475",1793,2960,782
2021/9/1 07:00,509,566,1552,3697,"4,486",1814,2994,1258
2021/9/1 08:00,752,758,1905,3726,"4,491",1826,3043,1434
2021/9/1 09:00,808,887,1881,3765,"4,497",1832,3051,1439
2021/9/1 10:00,841,888,1859,3788,"4,504",1839,3062,1419
2021/9/1 11:00,867,911,1879,3791,"4,506",1847,3075,1406
2021/9/1 12:00,798,893,1858,3785,"4,506",1842,3091,1364
2021/9/1 13:00,819,926,1898,3782,"4,512",1843,3081,1363
2021/9/1 14:00,810,942,1867,3819,"4,512",1838,3081,1340
2021/9/1 15:00,807,907,1848,3824,"4,519",1841,3077,1326
2021/9/1 16:00,791,793,1824,3820,"4,523",1843,3071,1284
2021/9/1 17:00,773,498,1772,3813,"4,520",1839,3078,931
2021/9/1 18:00,686,214,1147,3790,"4,512",1834,3058,573
2021/9/1 19:00,613,184,920,3770,"4,509",1832,3038,350
2021/9/1 20:00,523,70,815,3762,"4,492",1822,3010,284
2021/9/1 21:00,409,63,717,3774,"4,489",1820,3001,251
2021/9/1 22:00,306,64,617,3765,"4,488",1821,2993,238
2021/9/1 23:00,227,61,544,3757,"4,482",1817,2987,229
2021/9/2 00:00,177,60,505,3757,"4,476",1813,2982,222
2021/9/2 01:00,175,59,499,3744,"4,469",1813,2980,221
2021/9/2 02:00,172,60,502,3724,"4,464",1808,2978,220
2021/9/2 03:00,171,58,499,3708,"4,467",1807,2973,221
2021/9/2 04:00,174,59,500,3697,"4,469",1806,2966,223
2021/9/2 05:00,179,61,542,3685,"4,465",1797,2963,264
2021/9/2 06:00,236,82,770,3687,"4,475",1793,2960,782
2021/9/2 07:00,509,566,1552,3697,"4,486",1814,2994,1258
2021/9/2 08:00,752,758,1905,3726,"4,491",1826,3043,1434
2021/9/2 09:00,808,887,1881,3765,"4,497",1832,3051,1439
2021/9/2 10:00,841,888,1859,3788,"4,504",1839,3062,1419
2021/9/2 11:00,867,911,1879,3791,"4,506",1847,3075,1406
2021/9/2 12:00,798,893,1858,3785,"4,506",1842,3091,1364
2021/9/2 13:00,819,926,1898,3782,"4,512",1843,3081,1363
2021/9/2 14:00,810,942,1867,3819,"4,512",1838,3081,1340
2021/9/2 15:00,807,907,1848,3824,"4,519",1841,3077,1326
2021/9/2 16:00,791,793,1824,3820,"4,523",1843,3071,1284
2021/9/2 17:00,773,498,1772,3813,"4,520",1839,3078,931
2021/9/2 18:00,686,214,1147,3790,"4,512",1834,3058,573
2021/9/2 19:00,613,184,920,3770,"4,509",1832,3038,350
2021/9/2 20:00,523,70,815,3762,"4,492",1822,3010,284
2021/9/2 21:00,409,63,717,3774,"4,489",1820,3001,251
2021/9/2 22:00,306,64,617,3765,"4,488",1821,2993,238
2021/9/2 23:00,227,61,544,3757,"4,482",1817,2987,229
2021/9/3 00:00,177,60,505,3757,"4,578",1813,2982,222
2021/9/3 01:00,175,59,499,3744,"4,574",1813,2980,221
2021/9/3 02:00,172,60,502,3724,"4,573",1808,2978,220
2021/9/3 03:00,171,58,499,3708,"4,579",1807,2973,221
2021/9/3 04:00,174,59,500,3697,"4,577",1806,2966,223
2021/9/3 05:00,179,61,542,3685,"4,577",1797,2963,264
2021/9/3 06:00,236,82,770,3687,"4,584",1793,2960,782
2021/9/3 07:00,509,566,1552,3697,"4,593",1814,2994,1258
2021/9/3 08:00,752,758,1905,3726,"4,600",1826,3043,1434
2021/9/3 09:00,808,887,1881,3765,"4,603",1832,3051,1439
2021/9/3 10:00,841,888,1859,3788,"4,611",1839,3062,1419
2021/9/3 11:00,867,911,1879,3791,"4,620",1847,3075,1406
2021/9/3 12:00,798,893,1858,3785,"4,617",1842,3091,1364
2021/9/3 13:00,819,926,1898,3782,"4,624",1843,3081,1363
2021/9/3 14:00,810,942,1867,3819,"4,623",1838,3081,1340
2021/9/3 15:00,807,907,1848,3824,"4,634",1841,3077,1326
2021/9/3 16:00,791,793,1824,3820,"4,642",1843,3071,1284
2021/9/3 17:00,773,498,1772,3813,"4,636",1839,3078,931
2021/9/3 18:00,686,214,1147,3790,"4,630",1834,3058,573
2021/9/3 19:00,613,184,920,3770,"4,623",1832,3038,350
2021/9/3 20:00,523,70,815,3762,"4,606",1822,3010,284
2021/9/3 21:00,409,63,717,3774,"4,595",1820,3001,251
2021/9/3 22:00,306,64,617,3765,"4,593",1821,2993,238
2021/9/3 23:00,227,61,544,3757,"4,591",1817,2987,229
2021/9/4 00:00,154,53,436,3757,"4,578",1813,2930,204
2021/9/4 01:00,152,51,430,3744,"4,574",1813,2927,203
2021/9/4 02:00,152,52,433,3724,"4,573",1808,2923,202
2021/9/4 03:00,152,51,432,3708,"4,579",1807,2922,201
2021/9/4 04:00,152,51,433,3697,"4,577",1806,2922,201
2021/9/4 05:00,154,51,444,3685,"4,577",1797,2917,203
2021/9/4 06:00,152,50,454,3687,"4,584",1793,2916,209
2021/9/4 07:00,153,53,536,3697,"4,593",1814,2948,211
2021/9/4 08:00,156,55,585,3726,"4,600",1826,2978,227
2021/9/4 09:00,160,57,567,3765,"4,603",1832,2976,241
2021/9/4 10:00,161,59,579,3788,"4,611",1839,2983,244
2021/9/4 11:00,162,59,611,3791,"4,620",1847,2996,241
2021/9/4 12:00,163,60,627,3785,"4,617",1842,3019,240
2021/9/4 13:00,164,60,606,3782,"4,624",1843,3008,239
2021/9/4 14:00,167,60,645,3819,"4,623",1838,3008,241
2021/9/4 15:00,165,60,604,3824,"4,634",1841,3010,240
2021/9/4 16:00,164,59,594,3820,"4,642",1843,3002,233
2021/9/4 17:00,163,56,632,3813,"4,636",1839,3008,227
2021/9/4 18:00,160,54,578,3790,"4,630",1834,3004,223
2021/9/4 19:00,163,53,555,3770,"4,623",1832,2990,219
2021/9/4 20:00,161,53,539,3762,"4,606",1822,2957,212
2021/9/4 21:00,155,53,532,3774,"4,595",1820,2949,211
2021/9/4 22:00,154,53,480,3765,"4,593",1821,2943,208
2021/9/4 23:00,153,52,469,3757,"4,591",1817,2937,206
2021/9/5 00:00,163,53,436,3757,"4,476",1813,2930,204
2021/9/5 01:00,161,51,430,3744,"4,469",1813,2927,203
2021/9/5 02:00,162,52,433,3724,"4,464",1808,2923,202
2021/9/5 03:00,162,51,432,3708,"4,467",1807,2922,201
2021/9/5 04:00,161,51,433,3697,"4,469",1806,2922,201
2021/9/5 05:00,163,51,444,3685,"4,465",1797,2917,203
2021/9/5 06:00,162,50,454,3687,"4,475",1793,2916,209
